id,titulo_higienizado,descricao_higienizada,texto_final_higienizado,categoria,prioridade
2472,atendimento por atraso,usuario solicitou ajuda na resolucao de um problema nao urgente que esta aguardando resposta,atendimento por atraso usuario solicitou ajuda na resolucao de um problema nao urgente que esta aguardando resposta,Acesso,Baixa
2473,computador desligando sem aviso,o computador esta saindo de energia espontaneamente ele funciona normalmente por alguns minutos e depois para sozinho como se tivesse um temporizador interno,computador desligando sem aviso o computador esta saindo de energia espontaneamente ele funciona normalmente por alguns minutos e depois para sozinho como se tivesse um temporizador interno,Hardware,Baixa
2474,problemas de conectividade intermitente,ajuda solicitada por uma situacao recorrente onde o usuario enfrenta problemas para manter a conexao com a internet afetando desconfortavelmente a capacidade de trabalhar remotamente,problemas de conectividade intermitente ajuda solicitada por uma situacao recorrente onde o usuario enfrenta problemas para manter a conexao com a internet afetando desconfortavelmente a capacidade de trabalhar remotamente,Rede,Baixa
2475,luz led no monitor fica morena,os graficos do meu computador estao distorcidos o que faz pensar em uma falha na placa de video porem a luz led permanece normal quando abro as janelas,luz led no monitor fica morena os graficos do meu computador estao distorcidos o que faz pensar em uma falha na placa de video porem a luz led permanece normal quando abro as janelas,Hardware,Baixa
2476,sistema erp lento,o sistema de planejamento estrategico da empresa esta funcionando mais devagar do que o normal causando atrasos nos processos e desconforto no ambiente de trabalho,sistema erp lento o sistema de planejamento estrategico da empresa esta funcionando mais devagar do que o normal causando atrasos nos processos e desconforto no ambiente de trabalho,Infraestrutura,Media
2477,interrupcao na consulta do banco,houve uma interrupcao recorrente nas consultas ao banco durante o horario comercial causando atrasos nos processamentos de transacoes,interrupcao na consulta do banco houve uma interrupcao recorrente nas consultas ao banco durante o horario comercial causando atrasos nos processamentos de transacoes,Banco de Dados,Media
2478,conectividade variavel de rede,desaceleracao regular na internet no trabalho afeta o desempenho da empresa,conectividade variavel de rede desaceleracao regular na internet no trabalho afeta o desempenho da empresa,Rede,Baixa
2479,problema com sms envios,tenho tentado mandar mensagens de texto via meu telefone mas elas nao estao chegando isso comecou ha um mes e agora esta afetando minhas comunicacoes importantes,problema com sms envios tenho tentado mandar mensagens de texto via meu telefone mas elas nao estao chegando isso comecou ha um mes e agora esta afetando minhas comunicacoes importantes,Comunicação,Baixa
2480,sistema de reserva falha,a equipe do departamento informa que houve problemas ao tentar fazer uma nova agenda online a interface nao reage e nem da erro,sistema de reserva falha a equipe do departamento informa que houve problemas ao tentar fazer uma nova agenda online a interface nao reage e nem da erro,Acesso,Baixa
2481,luz da tela nao funciona,a luz indicadora de alimentacao do monitor esta apagada mas o computador ainda esta ligado e acessivel atraves da interface grafica,luz da tela nao funciona a luz indicadora de alimentacao do monitor esta apagada mas o computador ainda esta ligado e acessivel atraves da interface grafica,Hardware,Baixa
2482,roteador desligando sem aviso,o roteador ligou se e depois se apagou spontaneamente o que afeta a conectividade da internet na casa toda,roteador desligando sem aviso o roteador ligou se e depois se apagou spontaneamente o que afeta a conectividade da internet na casa toda,Rede,Alta
2483,e mail de recuperacao de senha invalido,o usuario reportou que apesar do e mail de recuperacao estar no seu endereco o link contendo a nova senha nao esta funcionando nao conseguiu fazer login apos tentar varias vezes,e mail de recuperacao de senha invalido o usuario reportou que apesar do e mail de recuperacao estar no seu endereco o link contendo a nova senha nao esta funcionando nao conseguiu fazer login apos tentar varias vezes,Acesso,Media
2484,computador desligando espontaneamente,o meu pc esta interrompendo o trabalho de forma imprevisivel mesmo sem apertar nenhum botao tenho suspeitado que possa ser um problema com os drivers ou algum defeito no hardware,computador desligando espontaneamente o meu pc esta interrompendo o trabalho de forma imprevisivel mesmo sem apertar nenhum botao tenho suspeitado que possa ser um problema com os drivers ou algum defeito no hardware,Hardware,Baixa
2485,sistema erp de baixa performance,os usuarios da empresa estao reportando que o sistema erp esta operando lentamente causando atrasos nas operacoes diarias,sistema erp de baixa performance os usuarios da empresa estao reportando que o sistema erp esta operando lentamente causando atrasos nas operacoes diarias,Infraestrutura,Media
2486,assistencia via e mail,agradeco assistencia recebi resposta atrasada ao entrar no grupo de discussao design inovacoes,assistencia via e mail agradeco assistencia recebi resposta atrasada ao entrar no grupo de discussao design inovacoes,Comunicação,Baixa
2487,insercao de dados no sistema,funcionario precisa inserir detalhes na base de clientes mas esta recebendo erros requer ajuda para resolver e continuar o trabalho sem atrasos,insercao de dados no sistema funcionario precisa inserir detalhes na base de clientes mas esta recebendo erros requer ajuda para resolver e continuar o trabalho sem atrasos,Acesso,Media
2488,acessando conta de email,funcionario tentou e falhou na recuperacao da senha por e mail buscando assistencia para acessar o sistema,acessando conta de email funcionario tentou e falhou na recuperacao da senha por e mail buscando assistencia para acessar o sistema,Acesso,Baixa
2489,incapacidade de conectar a rede,funcionario relatou que esta experimentando problemas para se conectar a internet do escritorio tentativas anteriores incluem reiniciar o modem e verificar as configuracoes mas sem sucesso,incapacidade de conectar a rede funcionario relatou que esta experimentando problemas para se conectar a internet do escritorio tentativas anteriores incluem reiniciar o modem e verificar as configuracoes mas sem sucesso,Acesso,Baixa
2490,baixo volume no laptop,o som do audio esta extremamente baixo nao consigo ouvir o video quando mudo ja verifiquei nas configuracoes da notificacao,baixo volume no laptop o som do audio esta extremamente baixo nao consigo ouvir o video quando mudo ja verifiquei nas configuracoes da notificacao,Hardware,Baixa
2491,limite de compressao do arquivo,eu queria enviar uma apresentacao powerpoint maior que os limites permitidos pelo e mail acontece que a pasta nao esta compactando o video dentro da apresentacao,limite de compressao do arquivo eu queria enviar uma apresentacao powerpoint maior que os limites permitidos pelo e mail acontece que a pasta nao esta compactando o video dentro da apresentacao,Comunicação,Media
2492,login falhado,o usuario tentou entrar no sistema mas esta recebendo um erro de autenticacao ele ja fez a recuperacao da senha e nao consegue mais contornar o problema,login falhado o usuario tentou entrar no sistema mas esta recebendo um erro de autenticacao ele ja fez a recuperacao da senha e nao consegue mais contornar o problema,Acesso,Baixa
2493,som barulhento no laptop,o som de trabalho do notebook aumentou recentemente e esta muito alto ja desliguei o jogo mas continua,som barulhento no laptop o som de trabalho do notebook aumentou recentemente e esta muito alto ja desliguei o jogo mas continua,Hardware,Baixa
2494,nao recebendo resposta as e mails,consigo enviar mensagens pelo cliente de e mail mas o destinatario nao as esta respondendo ha algum problema com a conta ou algo mais,nao recebendo resposta as e mails consigo enviar mensagens pelo cliente de e mail mas o destinatario nao as esta respondendo ha algum problema com a conta ou algo mais,Comunicação,Alta
2495,som sem audio,o som do computador esta completamente ausente nao ouco nenhum barulho ao iniciar aplicacoes que normalmente fazem sons,som sem audio o som do computador esta completamente ausente nao ouco nenhum barulho ao iniciar aplicacoes que normalmente fazem sons,Hardware,Baixa
2496,computador sensivel ao toque,minha laptop possui teclado sensivel ao toque mas nao responde aos cliques,computador sensivel ao toque minha laptop possui teclado sensivel ao toque mas nao responde aos cliques,Hardware,Baixa
2497,mudancas frequentes na conexao,ocorre perda intermitente de sinal que se repete diariamente o problema esta afetando a capacidade do usuario de manter uma boa velocidade de internet durante o trabalho,mudancas frequentes na conexao ocorre perda intermitente de sinal que se repete diariamente o problema esta afetando a capacidade do usuario de manter uma boa velocidade de internet durante o trabalho,Rede,Baixa
2498,duvida sobre sms enviar,problema ao tentar escrever e mandar mensagens por sms pelo aplicativo do meu telefone,duvida sobre sms enviar problema ao tentar escrever e mandar mensagens por sms pelo aplicativo do meu telefone,Comunicação,Alta
2499,dispositivo movel sem bateria,o meu tablet esta no carregador por horas mas nao parece estar ganhando energia achariamos que a bateria poderia precisar de substituir,dispositivo movel sem bateria o meu tablet esta no carregador por horas mas nao parece estar ganhando energia achariamos que a bateria poderia precisar de substituir,Hardware,Baixa
2500,problemas de login no portal,funcionarios estao enfrentando dificuldades na autenticacao via sms apesar da tentativa anterior do e mail,problemas de login no portal funcionarios estao enfrentando dificuldades na autenticacao via sms apesar da tentativa anterior do e mail,Acesso,Media
